global_cycle,discharge_time_s,avg_voltage,voltage_drop,avg_current,rul,battery_id,dataset,soh_pct
36,3354.180133863003,3.859771388928331,1.5006804466247559,-0.01936738602768696,412,CS2_35,CALCE,95.94866926877127
37,3350.7115051647997,3.8629965326679288,1.500194787979126,-0.017860648267096213,411,CS2_35,CALCE,95.84628270767016
38,3342.572291299468,3.860442412827543,1.500356674194336,-0.01974557356492053,410,CS2_35,CALCE,95.60933249509571
39,3374.746457757312,3.8672176546442047,1.500356674194336,-0.02020987074093987,409,CS2_35,CALCE,96.55910873470435
40,3382.014574250672,3.861311474853247,1.500194787979126,-0.017750106584977172,408,CS2_35,CALCE,96.77151897704294
41,3364.3520867491607,3.8611961173172222,1.500356674194336,-0.01370943777496678,407,CS2_35,CALCE,96.25184760066278
42,3330.001050042105,3.858818618314607,1.5006804466247559,-0.017221106378807843,406,CS2_35,CALCE,95.24338691030266
43,3332.469269932597,3.861252153957928,1.5006804466247559,-0.02133538055634993,405,CS2_35,CALCE,95.31633062498469
44,3329.729459807393,3.8611990127734797,1.500356674194336,-0.020133829876640395,404,CS2_35,CALCE,95.23694547743949
45,3265.9798718811944,3.8608592448834176,1.500194787979126,-0.02083085159824124,403,CS2_35,CALCE,95.13202593803011
46,3346.272484795889,3.8654922995123417,1.500194787979126,-0.021255109073470457,402,CS2_35,CALCE,95.72793590278981
47,3358.702945840778,3.8616141063169485,1.500194787979126,-0.019370064854784937,401,CS2_35,CALCE,96.08987411133914
48,3360.6838525634957,3.861734388142648,1.500518560409546,-0.017921373849034104,400,CS2_35,CALCE,96.14989750312968
49,3218.1043693894753,3.857949189797133,1.5006804466247559,-0.014780440561290032,399,CS2_35,CALCE,94.75168748184885
51,3285.682902689876,3.8712808812132775,1.500518560409546,-0.026035066859323948,397,CS2_35,CALCE,95.70753002417669
52,3366.4974145334054,3.863490447092481,1.500356674194336,-0.01939578965210939,396,CS2_35,CALCE,96.31728143569482
53,3368.63049097604,3.8623757009675517,1.500194787979126,-0.01785832124014148,395,CS2_35,CALCE,96.37939602788241
54,3307.966960387581,3.8638778370969438,1.500194787979126,-0.015585542633027003,394,CS2_35,CALCE,96.36778502540196
55,3367.7489908388598,3.8626920361082813,1.500356674194336,-0.01608644762705046,393,CS2_35,CALCE,96.35830153085452
56,3368.185424451134,3.8627464764237756,1.500518560409546,-0.015912763912788425,392,CS2_35,CALCE,96.3705663433318
57,3367.9844118217734,3.8624427635057836,1.500356674194336,-0.016440207524304785,391,CS2_35,CALCE,96.36460041301886
58,3367.7070605633635,3.862432738672667,1.500194787979126,-0.016166895612522103,390,CS2_35,CALCE,96.35853705813686
59,3366.332552588661,3.8621108728875804,1.500518560409546,-0.016240418206276728,389,CS2_35,CALCE,96.3191199073799
60,3365.0170475303603,3.8620239598209527,1.500194787979126,-0.015896246987971915,388,CS2_35,CALCE,96.28054607124592
61,3363.903007079629,3.86195949818884,1.500194787979126,-0.016277178886049813,387,CS2_35,CALCE,96.2481511990062
62,3362.7320417229494,3.862900338453405,1.500356674194336,-0.015588198368341718,386,CS2_35,CALCE,96.21617134569598
63,3361.966579748667,3.861901713683542,1.500518560409546,-0.016285703076217267,385,CS2_35,CALCE,96.19457206186338
64,3361.6039124167582,3.861936092376709,1.500518560409546,-0.01641196980255115,384,CS2_35,CALCE,96.18341096371462
65,3361.581129502534,3.8618635076337156,1.500194787979126,-0.016312874289391602,383,CS2_35,CALCE,96.18341958155484
66,3360.787484658067,3.8617297956022187,1.5006804466247559,-0.016088045327539574,382,CS2_35,CALCE,96.16186649908566
67,3360.352367978776,3.8626794148893917,1.500194787979126,-0.01457519231891424,381,CS2_35,CALCE,96.1475252586916
68,3359.274447918986,3.862516097461476,1.500194787979126,-0.0143350890971145,380,CS2_35,CALCE,96.10914903500931
69,3310.386049208959,3.8582839638439577,1.500356674194336,-0.012749139084515453,379,CS2_35,CALCE,94.66747232764342
70,3301.644501453906,3.8622262169079606,1.500194787979126,-0.018832978643462936,378,CS2_35,CALCE,94.4108693530942
71,3299.6502525906544,3.8614454658370003,1.500356674194336,-0.020665898047221593,377,CS2_35,CALCE,94.35928367702373
72,3292.2527705565444,3.8638138171398277,1.500194787979126,-0.017393758900421247,376,CS2_35,CALCE,94.14367281745623
73,3287.92161205475,3.863256546501693,1.500518560409546,-0.019476638700212226,375,CS2_35,CALCE,94.01459365311382
74,3329.0942270494998,3.864910975278142,1.500194787979126,-0.022952171700728878,374,CS2_35,CALCE,95.22902676666631
75,3334.3687577235396,3.8624668946906704,1.500518560409546,-0.018208926390342193,373,CS2_35,CALCE,95.38331722911461
76,3306.0312090814696,3.8595660010380533,1.500194787979126,-0.013087172210112269,372,CS2_35,CALCE,94.54944290006698
77,3284.1923571557854,3.8609060059927156,1.500518560409546,-0.018015845237677706,371,CS2_35,CALCE,93.90539026872804
78,3283.9061947330483,3.863009777010941,1.500194787979126,-0.019872950735899817,370,CS2_35,CALCE,93.89946520647521
79,3283.5738496234408,3.862987567738789,1.500194787979126,-0.020976429495487715,369,CS2_35,CALCE,93.89026583069786
80,3220.964326228306,3.8633106696931785,1.500356674194336,-0.01877506245392952,368,CS2_35,CALCE,93.82007863988912
81,3307.384488451178,3.8655406580869913,1.500356674194336,-0.024129659511746223,367,CS2_35,CALCE,94.59060050259961
82,3314.9502600537962,3.863039055502558,1.5008423328399658,-0.0178858645460905,366,CS2_35,CALCE,94.81249116689679
83,3321.4276726412354,3.8611951445391077,1.500194787979126,-0.019979715754656527,365,CS2_35,CALCE,95.00697788833934
84,3273.0019348739297,3.8590783150894765,1.500518560409546,-0.01569614170827506,364,CS2_35,CALCE,93.58044447911732
85,3267.5628910429077,3.86115897467377,1.500518560409546,-0.02238487024664799,363,CS2_35,CALCE,93.42220501828174
86,3266.6357546431245,3.8603302448167716,1.500518560409546,-0.022598619452842857,362,CS2_35,CALCE,93.39610189364485
87,3270.103631588514,3.8611624745503526,1.500518560409546,-0.02326954204904807,361,CS2_35,CALCE,93.49705753626831
88,3270.382786163129,3.860127598230093,1.500518560409546,-0.02356594116205601,360,CS2_35,CALCE,93.50386168756334
89,3303.5248908820795,3.864714009834058,1.500194787979126,-0.021764501959268906,359,CS2_35,CALCE,94.48119697868508
90,3307.3668962890515,3.8630468586841262,1.500518560409546,-0.017899464486596028,358,CS2_35,CALCE,94.5948535595327
91,3276.8238608959364,3.8587154182422556,1.500356674194336,-0.015268353792118454,357,CS2_35,CALCE,93.69169420595927
92,3260.9625121946447,3.8616521607912504,1.500680685043335,-0.019984528613276778,356,CS2_35,CALCE,93.22560175615517
93,3261.6750646575238,3.864571009676881,1.500518560409546,-0.01935597157792868,355,CS2_35,CALCE,93.2514586773
94,3258.403826733411,3.8641096880099526,1.500356674194336,-0.019241291292024593,354,CS2_35,CALCE,93.15330903914753
95,3251.9288639893057,3.86088224399237,1.500194787979126,-0.022152142377532904,353,CS2_35,CALCE,92.96345333608117
96,3282.249510276597,3.866396658237164,1.500194787979126,-0.024986569913319098,352,CS2_35,CALCE,93.85670575379194
97,3294.181519582984,3.862582584162133,1.500356674194336,-0.02095672712778093,351,CS2_35,CALCE,94.2111359272422
98,3288.480467245565,3.8640414375247376,1.500194787979126,-0.016755058035998832,350,CS2_35,CALCE,94.04169762768268
99,3245.562813681434,3.858865787646522,1.500356674194336,-0.018472315923902177,349,CS2_35,CALCE,92.77755453383894
101,3262.4483032063854,3.869315295307725,1.500518560409546,-0.023411331407619456,347,CS2_35,CALCE,93.27136734341761
102,3258.432623850389,3.863291940689087,1.500194787979126,-0.021091524209612265,346,CS2_35,CALCE,93.15508221182974
103,3289.1236507464164,3.866184860194495,1.500356674194336,-0.021839175915519284,345,CS2_35,CALCE,94.05876670402652
104,3293.543060666001,3.8607218063238897,1.500518560409546,-0.02168952163562856,344,CS2_35,CALCE,94.18799423223514
105,3294.1999564053767,3.861092841877318,1.500194787979126,-0.0200362193867356,343,CS2_35,CALCE,94.20773343848323
106,3234.1703562052426,3.8609446470831097,1.500194787979126,-0.02019609367436929,342,CS2_35,CALCE,94.21569795378069
107,3294.7046587319783,3.860969593157581,1.500194787979126,-0.019988747732502792,341,CS2_35,CALCE,94.224307927157
108,3300.776616932315,3.8630249112485404,1.500194787979126,-0.01823511397212194,340,CS2_35,CALCE,94.4034714372821
109,3302.1010680489417,3.8622642468257125,1.5006804466247559,-0.018470667285295218,339,CS2_35,CALCE,94.44274953038595
110,3303.1483553729777,3.8620872418564485,1.500518560409546,-0.017901095931880395,338,CS2_35,CALCE,94.47529667344217
111,3303.730760693201,3.8629930377364516,1.500356674194336,-0.016815808673344507,337,CS2_35,CALCE,94.49205474908268
112,3304.2705230374704,3.8629604603077197,1.500356674194336,-0.016160625753160036,336,CS2_35,CALCE,94.50723865253245
113,3304.5563925748284,3.8628943524919115,1.500356674194336,-0.016780011764466734,335,CS2_35,CALCE,94.51824780423904
114,3304.7150576327113,3.8628039216852046,1.500356674194336,-0.016482250699591642,334,CS2_35,CALCE,94.52264708672915
115,3305.3556942229625,3.8628549719000005,1.500194787979126,-0.016838045859661838,333,CS2_35,CALCE,94.54192773065688
116,3305.743145395245,3.862737813869396,1.500194787979126,-0.016961703232397582,332,CS2_35,CALCE,94.56249915879754
117,3307.280205141142,3.8628063552730434,1.500356674194336,-0.016449163066378485,331,CS2_35,CALCE,94.60829092608805
118,3306.2846595432784,3.8623411089808375,1.500194787979126,-0.016990990234147716,330,CS2_35,CALCE,94.5777395835846
119,3306.3498132022796,3.8624130584098197,1.5006804466247559,-0.017024075286034647,329,CS2_35,CALCE,94.57959410346614
120,3267.00560872574,3.8565060912844644,1.500518560409546,-0.013410342815996594,328,CS2_35,CALCE,93.42071003290421
121,3190.325728035561,3.86138991417329,1.500194787979126,-0.019324943808629105,327,CS2_35,CALCE,92.9352334114351
122,3251.62369402661,3.8615203080353915,1.500194787979126,-0.02204957064622036,326,CS2_35,CALCE,92.96531093237577
123,3250.7381738534896,3.86230417911823,1.500356674194336,-0.020160687249332954,325,CS2_35,CALCE,92.94040781468586
124,3244.477929125831,3.859999376314658,1.500194787979126,-0.022309893769690663,324,CS2_35,CALCE,92.75751928833017
125,3270.6217193996417,3.864527250436636,1.500518560409546,-0.026511463769622004,323,CS2_35,CALCE,93.52815181176832
126,3282.1166078077513,3.863908523484204,1.500518560409546,-0.018696007014708353,322,CS2_35,CALCE,93.8666597484805
128,3249.7500324649154,3.857756387169768,1.500194787979126,-0.01545352645939047,320,CS2_35,CALCE,92.91117910368453
129,3242.7881818707683,3.860904735547525,1.500356674194336,-0.021911325951086726,319,CS2_35,CALCE,92.70815995436601
130,3246.3158539853175,3.8618600603974897,1.500356674194336,-0.022221821449038767,318,CS2_35,CALCE,92.80291627072071
131,3238.0702615206246,3.858545360181354,1.500356674194336,-0.023748854480755168,317,CS2_35,CALCE,92.5614162239917
132,3194.9330013573635,3.8613788141226917,1.500194787979126,-0.020425187961071126,316,CS2_35,CALCE,92.3195983693468
133,3271.2341314688674,3.865972766142625,1.500194787979126,-0.02523664367188198,315,CS2_35,CALCE,93.53766761926694
134,3279.7661074076896,3.8636004932020933,1.500356674194336,-0.01869381448321397,314,CS2_35,CALCE,93.79096364129722
135,3259.2574943529908,3.8620145922373856,1.500518560409546,-0.013632912476975925,313,CS2_35,CALCE,93.18725426203326
136,3233.0155128007173,3.8606709193888094,1.500194787979126,-0.0190994234214286,312,CS2_35,CALCE,92.41640230320532
137,3236.6708307042136,3.859895070639926,1.500356674194336,-0.024179968172352725,311,CS2_35,CALCE,92.5227400106188
138,3205.266717465187,3.8613893897445113,1.500356674194336,-0.023143821391307558,310,CS2_35,CALCE,92.62509549290317
139,3237.1957099922583,3.8591202213299165,1.500194787979126,-0.023999359455531256,309,CS2_35,CALCE,92.53888770542241
140,3253.9799510977464,3.8630801605366334,1.500518560409546,-0.023544201895885814,308,CS2_35,CALCE,93.02426626684672
141,3275.0490022111335,3.863417455335943,1.500194787979126,-0.019766678633814302,307,CS2_35,CALCE,93.6460176973782
142,3279.506030570308,3.86282009774066,1.500194787979126,-0.018669662217603925,306,CS2_35,CALCE,93.77772116725482
143,3243.6861612267676,3.8569791543009813,1.500356674194336,-0.016938426406891725,305,CS2_35,CALCE,92.72003638013021
144,3235.367041649588,3.8590385293812943,1.500194787979126,-0.023569366198152752,304,CS2_35,CALCE,92.47607117482957
145,3236.685284621606,3.8598198905448795,1.500194787979126,-0.024194508730960095,303,CS2_35,CALCE,92.51471570068308
146,3233.7025058135623,3.8624572124540437,1.500194787979126,-0.02068937179576085,302,CS2_35,CALCE,92.43375083328058
147,3228.6602328487206,3.8619569784365826,1.500356674194336,-0.020311325395053908,301,CS2_35,CALCE,92.28791682025675
148,3247.9485196720343,3.864998736248666,1.500356674194336,-0.02403234824891081,300,CS2_35,CALCE,92.86071812021937
149,3223.935573030729,3.8605311783204166,1.500194787979126,-0.020789771790766975,299,CS2_35,CALCE,92.15038570646266
151,3242.1830695840563,3.8678240746444796,1.500194787979126,-0.027338200715704537,297,CS2_35,CALCE,92.67943753006406
152,3238.5574927798007,3.859568796659771,1.500356674194336,-0.024015574295602842,296,CS2_35,CALCE,92.5759343898501
153,3231.6050910453814,3.861173265076872,1.500356674194336,-0.022290912520276773,295,CS2_35,CALCE,92.37125416532547
154,3260.014770441696,3.867432217964759,1.500356674194336,-0.02110763846287647,294,CS2_35,CALCE,93.20879715750662
155,3204.8903682681484,3.860495595027912,1.500194787979126,-0.022157313111026356,293,CS2_35,CALCE,93.35887558479966
156,3267.323230021575,3.861185603752369,1.500194787979126,-0.020535367207740796,292,CS2_35,CALCE,93.42661147415134
157,3268.6180404935003,3.860990154307063,1.5008423328399658,-0.020321168873878623,291,CS2_35,CALCE,93.46430805311975
158,3269.2051462650124,3.8608184020693708,1.500194787979126,-0.020364669248409906,290,CS2_35,CALCE,93.48177033708394
159,3270.484269540393,3.8609462271376356,1.5006804466247559,-0.020280421582666772,289,CS2_35,CALCE,93.52079693488257
161,3275.8690653074455,3.873718232293672,1.500194787979126,-0.04233372280844988,287,CS2_35,CALCE,93.67500485437743
162,3290.6985341094296,3.8649005042021036,1.500194787979126,-0.018960610989854163,286,CS2_35,CALCE,94.11023438945018
163,3300.1558391879043,3.862623617591628,1.500194787979126,-0.018939055014574893,285,CS2_35,CALCE,94.38666460624272
164,3268.386133398395,3.861880497041955,1.500194787979126,-0.01883787047774538,284,CS2_35,CALCE,94.47730387766731
165,3273.602132243548,3.857571405352968,1.500356674194336,-0.016644503340163888,283,CS2_35,CALCE,93.60587128425537
166,3273.446603360746,3.8612956615482887,1.500194787979126,-0.019791455606137764,282,CS2_35,CALCE,93.60120592629421
167,3282.947138523974,3.862710193889897,1.500518560409546,-0.02081344041174062,281,CS2_35,CALCE,93.87955621461674
168,3254.687840846149,3.8630602164109065,1.500356674194336,-0.01902648639738012,280,CS2_35,CALCE,94.07529755493582
169,3288.8890014522913,3.862329866669395,1.500356674194336,-0.017234493165795523,279,CS2_35,CALCE,94.05714875174823
170,3303.241810828913,3.8633277265422317,1.500518560409546,-0.01854247593699431,278,CS2_35,CALCE,94.47964422340756
171,3305.9362189984386,3.8619906043147183,1.500194787979126,-0.016618928401143634,277,CS2_35,CALCE,94.5583940913914
172,3290.1022292549605,3.8614684695220856,1.500356674194336,-0.014109389099319808,276,CS2_35,CALCE,94.09440738351432
173,3278.247473874362,3.860559608436283,1.500518560409546,-0.01880360782637592,275,CS2_35,CALCE,93.74515423764797
174,3277.66918891549,3.860534114808571,1.500518560409546,-0.020296391083719778,274,CS2_35,CALCE,93.72741810472367
175,3286.138990699168,3.862379214683927,1.500356674194336,-0.019268580240701355,273,CS2_35,CALCE,93.97680271871273
176,3285.7960808089992,3.862062022902749,1.500194787979126,-0.016917605888430085,272,CS2_35,CALCE,93.96963799815033
177,3290.5777937243984,3.8589111385923442,1.500194787979126,-0.022381309809553027,271,CS2_35,CALCE,94.10919488075238
178,3298.086031200248,3.8609979274761246,1.500194787979126,-0.019109872050747465,270,CS2_35,CALCE,94.33128926789689
179,3299.204277820856,3.860282124525093,1.500194787979126,-0.01912673552061574,269,CS2_35,CALCE,94.36409579243455
180,3212.222626911709,3.8566167737498427,1.500518560409546,-0.017420028504971978,268,CS2_35,CALCE,93.57602250989576
181,3271.805494273285,3.8602685768429827,1.500356674194336,-0.020738552172920983,267,CS2_35,CALCE,93.55686358611058
182,3270.2447347751586,3.859674837531113,1.500194787979126,-0.02092411821782972,266,CS2_35,CALCE,93.51093555172199
183,3232.2663074324955,3.8591531406088575,1.500194787979126,-0.020853636031771625,265,CS2_35,CALCE,93.4198305727896
184,3260.487876556639,3.8615114637835677,1.500194787979126,-0.017101357613602264,264,CS2_35,CALCE,93.22493351733443
185,3281.650139430887,3.8646049492242858,1.500194787979126,-0.020985238373679927,263,CS2_35,CALCE,93.84950069711
186,3286.4768561786623,3.862693858869148,1.500194787979126,-0.01768929961200973,262,CS2_35,CALCE,93.9899146837723
187,3272.4538080901257,3.8592550140438657,1.500194787979126,-0.01752182559527379,261,CS2_35,CALCE,93.58042881504585
188,3258.342267140455,3.8612525477686424,1.500194787979126,-0.017391879221535535,260,CS2_35,CALCE,93.1616015159962
189,3201.083015767799,3.862389529409584,1.500518560409546,-0.019365943683149933,259,CS2_35,CALCE,93.24909320131262
190,3264.1140975946328,3.859612144348098,1.500518560409546,-0.020385593636935328,258,CS2_35,CALCE,93.332375248396
191,3269.325387525372,3.8607414001371803,1.500194787979126,-0.020850332437786587,257,CS2_35,CALCE,93.48756337827426
192,3272.0238513111253,3.8604877118657277,1.5006804466247559,-0.020937883689440218,256,CS2_35,CALCE,93.56563119461208
193,3283.27799125429,3.8632123867670694,1.500194787979126,-0.017630738092835104,255,CS2_35,CALCE,93.89801041927299
194,3285.230701797933,3.8621213768467757,1.500518560409546,-0.017551926644624804,254,CS2_35,CALCE,93.95912819746992
195,3286.042568008532,3.8629479228189703,1.5006804466247559,-0.01590839578245001,253,CS2_35,CALCE,93.98300431659479
196,3286.550256878778,3.862757673436421,1.500194787979126,-0.015934586981831967,252,CS2_35,CALCE,93.99719511963406
197,3286.4600444394746,3.862710718661997,1.5006804466247559,-0.015980966350051723,251,CS2_35,CALCE,93.99662222982421
198,3289.8650643203873,3.8599037377231094,1.500518560409546,-0.01919908788516635,250,CS2_35,CALCE,94.09771091253221
199,3291.0262685476337,3.8602677172010726,1.500518560409546,-0.017722650383070863,249,CS2_35,CALCE,94.13082936539456
200,3291.573325700825,3.8601218709000595,1.5010044574737549,-0.017688481195538945,248,CS2_35,CALCE,94.1456605361492
201,3291.4765605141874,3.8600455468839354,1.500194787979126,-0.017578922570109727,247,CS2_35,CALCE,94.14541435513763
202,3291.424184430449,3.860011029887844,1.500518560409546,-0.017723192844253912,246,CS2_35,CALCE,94.1447065890261
203,3290.463671917445,3.859807816353646,1.500356674194336,-0.017169432736518612,245,CS2_35,CALCE,94.11505529090323
204,3290.79751839448,3.859901158301322,1.5006804466247559,-0.01747804131413399,244,CS2_35,CALCE,94.12310928097722
205,3255.3577768460964,3.8598953288596674,1.500194787979126,-0.01727031311719446,243,CS2_35,CALCE,94.10815239291911
206,3290.390466494602,3.859982348061181,1.500194787979126,-0.01768902376784968,242,CS2_35,CALCE,94.11158437597645
207,3290.344081227202,3.8598763649170107,1.500356674194336,-0.017741633166262583,241,CS2_35,CALCE,94.11198683987222
208,3290.232924199663,3.859874424633679,1.5006804466247559,-0.017517092580733647,240,CS2_35,CALCE,94.10773151456743
209,3289.1679152864963,3.8596828835862533,1.500518560409546,-0.017708548584144685,239,CS2_35,CALCE,94.07987340684832
211,3324.637033646639,3.876950299081627,1.500518560409546,-0.031149312379090414,237,CS2_35,CALCE,95.10360688786292
212,3282.701142463604,3.8631970747193294,1.500356674194336,-0.014458723047855936,236,CS2_35,CALCE,94.89688999698551
213,3321.9168428246885,3.8641657872114354,1.500356674194336,-0.015569929998649652,235,CS2_35,CALCE,95.02468505556018
214,3342.476291072373,3.864758626643557,1.500194787979126,-0.01629809781774956,234,CS2_35,CALCE,95.63330610006032
215,3346.972546236786,3.8639663013480825,1.500356674194336,-0.014820022857403548,233,CS2_35,CALCE,95.7644020361756
216,3321.762347916636,3.8599850627638044,1.500194787979126,-0.012660721183194602,232,CS2_35,CALCE,95.02142501051752
217,3317.169509359519,3.8618340671241462,1.500356674194336,-0.017628278848631225,231,CS2_35,CALCE,94.88599139849687
218,3318.9009093775094,3.86323276251376,1.500194787979126,-0.015668884975470403,230,CS2_35,CALCE,94.93818857934568
219,3317.1856192640407,3.862837259640951,1.500356674194336,-0.01571214551963177,229,CS2_35,CALCE,94.88641779810646
220,3310.2648663021246,3.860715451541248,1.500194787979126,-0.017562110263325676,228,CS2_35,CALCE,94.68285952976782
221,3330.592743159912,3.8633956238181293,1.500518560409546,-0.020509645059456613,227,CS2_35,CALCE,95.285578108201
222,3334.063361919136,3.861006964530264,1.500194787979126,-0.017601673320400767,226,CS2_35,CALCE,95.38842914381098
223,3323.880873963615,3.859672438143269,1.500518560409546,-0.01570696472727489,225,CS2_35,CALCE,95.08788887913389
224,3299.8000166583806,3.8584685017754725,1.500356674194336,-0.017308280684750293,224,CS2_35,CALCE,94.37647845555452
225,3302.4753688455094,3.8617254337632514,1.500518560409546,-0.018512012623881653,223,CS2_35,CALCE,94.45696046588623
226,3301.975204881368,3.8599276284137405,1.500194787979126,-0.01895047960540277,222,CS2_35,CALCE,94.44427960291785
227,3276.5967027689912,3.857946197914355,1.500194787979126,-0.017001891002115428,221,CS2_35,CALCE,93.69358667825657
228,3278.9019129511726,3.861068869220372,1.500194787979126,-0.022208678915178894,220,CS2_35,CALCE,93.76251923688865
229,3303.3235857814725,3.8625322144557344,1.500194787979126,-0.020698633716368535,219,CS2_35,CALCE,94.48713712077164
230,3306.789861889527,3.8618817114615225,1.500194787979126,-0.01746990646380902,218,CS2_35,CALCE,94.58847015708741
231,3270.6886896531505,3.8544352329138554,1.500356674194336,-0.017324250603710286,217,CS2_35,CALCE,93.52773968365767
232,3251.217182328488,3.859328970542321,1.500356674194336,-0.020850337291351304,216,CS2_35,CALCE,92.95638505484888
233,3247.4474249389605,3.8598349896478066,1.500194787979126,-0.02239964077469065,215,CS2_35,CALCE,92.84740164614797
234,3241.106959138997,3.8586746590794423,1.500356674194336,-0.023893677559969573,214,CS2_35,CALCE,92.65523753009678
235,3234.8761305531953,3.861583431314978,1.5006804466247559,-0.02083464374688746,213,CS2_35,CALCE,92.47125181334997
236,3269.611168206029,3.8652833835895244,1.500680685043335,-0.025601196365359312,212,CS2_35,CALCE,93.49501503597605
237,3277.6254228869802,3.862387578900462,1.500518560409546,-0.01893590728782038,211,CS2_35,CALCE,93.73384738922516
238,3280.6272707871976,3.862735072771708,1.500518560409546,-0.017105876842414904,210,CS2_35,CALCE,93.82255949250641
240,3281.100337731652,3.8624182539764127,1.500194787979126,-0.015829276739042168,208,CS2_35,CALCE,93.8401146685417
241,3283.5878860850935,3.8634472743261976,1.500356674194336,-0.015630662538676756,207,CS2_35,CALCE,93.90429793090262
242,3285.1575127255055,3.863216430398993,1.500194787979126,-0.015725604792018604,206,CS2_35,CALCE,93.9542159019321
243,3285.232442280045,3.86291368634319,1.500194787979126,-0.015167407943521418,205,CS2_35,CALCE,93.95628853896918
244,3248.8838223770144,3.862626592918465,1.500356674194336,-0.015876202955135085,204,CS2_35,CALCE,93.9123900600738
245,3278.79383405071,3.8623566281759487,1.500356674194336,-0.01568577326635487,203,CS2_35,CALCE,93.76840431740297
246,3276.834930413519,3.861598438205141,1.500194787979126,-0.01727882400966447,202,CS2_35,CALCE,93.71133458106023
247,3274.9204554256285,3.861544968142654,1.500356674194336,-0.0174118188165735,201,CS2_35,CALCE,93.65573972168941
